TAMU Protocol ID	TAMU Protocol	NEMSIS Protocol ID	NEMSIS Protocol	Signs&Symptoms	History	Interventions Standby EMT	Interventions Basic EMT	Interventions Advanced EMT	Interventions Paramedic
PR_02	Respiratory Distress	9914139	Medical-Respiratory Distress/Asthma/COPD/Reactive Airway	Dyspnea without a clear etiology3; Shortness of breath, cough3; Abnormal breath sounds: stridor, wheezing, rhonchi, rales3; Decreased or absent lung sounds3; Increased respiratory rate/work of breathing3; Pursed lips, tripod position, accessory muscle use3; Hemoptysis3	Significant respiratory history3; New onset3; Possible toxic exposure3; Recent chest trauma3	Oxygen via most appropriate method3; DuoNeb (Albuterol 3 mg/Atrovent 0.5 mg) via Nebulizer - May repeat x 2 q 10 minutes3; Position of comfort3	CPAP 3 – 10 cmH2O3	IV/IO access - IO access > 3 kg3; Fluid bolus - 20 ml/kg - May repeat once3	Consider DSI/RSI3; Chest decompression if pneumothorax suspected3
PR_03	Airway Obstruction	9914005	Airway-Obstruction/Foreign Body	Partial or complete airway obstruction3; Secondary to foreign body aspiration3; Decreased LOC3; Cyanosis3; Obvious inadequate air exchange3	Recent events3; Recent ACE inhibitor use3	Back blows and chest thrusts for complete blockage in conscious infants3; Chest/abdominal thrusts for complete blockage in conscious child3; Initiate CPR in unconscious patient with known airway obstruction3; Oxygen via most appropriate method3; Remove foreign body with suction if it has become dislodged and is easily visible.- DO NOT push further into oropharynx3	Same as above3	Direct/Video laryngoscopy and removal of foreign object with Magill forceps or suction - If patient is unconscious and there is a complete obstruction3; IO/IO access - IO access > 3 kg3	Consider surgical airway (cricothyroidotomy) if obstruction is not relieved by other means3
PR_04	Bronchospasm	9914221	Medical-Respiratory Distress-Bronchiolitis	Shortness of breath3; Wheezing, rhonchi, stridor3; Prolonged expiratory phase3; Pursed lip breathing3; Decreased ability to speak3; Increased respiratory rate and effort/work of breathing3; Accessory muscle use3	History of asthma, COPD, chronic bronchitis3; Reactive airway disease- exposure to allergens, smoke, chemicals.3; Home treatment such as at home3 oxygen or CPAP machine3; Medications3	Oxygen via most appropriate method3; DuoNeb (Albuterol 3 mg/Atrovent 0.5 mg) via Nebulizer - May repeat x 2 q 10 minutes3	CPAP 3 – 10 cmH2O3	IV/IO access - IO access > 3 kg3; Fluid bolus - 20 ml/kg - May repeat once3	Epinephrine 1: 1,000 0.01 mg/kg IM - Max single dose 0.3 mg - May repeat once3; Methylprednisolone 1 mg/kg IV/IO3; Magnesium Sulfate 25 mg/kg IV/IO over 10 minutes - Max dose 1 g3; Epinephrine Nebulizer for Stridor - 1 mg (1:1,000) in 2 mL NS - May repeat once - May be administered before or after DuoNeb3;  Consider DSI/RSI3; Additional Epinephrine 1:1,0003
PR_05	COPD	9914139	Medical-Respiratory Distress/Asthma/COPD/Reactive Airway	Shortness of breath3; Wheezing, rhonchi, stridor3; Prolonged expiratory phase3; Pursed lip breathing3; Decreased ability to speak3; Increased respiratory rate and effort/work of breathing3; Accessory muscle use3	History of COPD3; Chronic bronchitis or emphysema3; Home treatment such as at home oxygen or CPAP machine3	Oxygen via most appropriate method3; Duoneb (Albuterol 3 mg/Ipratropium Bromide 0.5 mg) via Nebulizer - May repeat x 2 q 10 minutes3	Oxygen via most appropriate method3; Duoneb (Albuterol 3 mg/Ipratropium Bromide 0.5 mg) via Nebulizer - May repeat x 2 q 10 minutes3	IV/IO access - IO access > 3 kg3; CPAP 3-10 cmH2O3; Fluid Bolus - 20 ml/kg - May repeat once3	Methylprednisolone 1 mg/kg IV/IO - Max dose 40 mg3; Magnesium Sulfate 25 mg/kg IV/IO infusion - Max dose 1 g3; Epinephrine 1: 1,000 0.01 mg/kg IM - Max single dose 0.3 mg - May repeat once3; Consider DSI/RSI3
PR_06	Croup	9914223	Medical-Respiratory Distress-Croup	Barking cough3; Inspiratory stridor, wheezing, rhonchi,3; Fever/Upper respiratory infection3; Shortness of breath3; Pursed lip breathing3; Decreased ability to speak3; Increased respiratory rate and effort/work of reathing3; Accessory muscle use3	History of upper respiratory infection3; Chronic asthma or bronchitis3	Oxygen via most appropriate method3; DuoNeb (Albuterol 3 mg/Atrovent 0.5 mg) via Nebulizer - May repeat x 2 q 10 minutes3; Acetaminophen 15 mg/kg PO if patient is able to swallow3; Ibuprofen 200 mg PO if > 20 kg and able to swallow3	Same as above3	IV/IO access - IO access > 3 kg3; Acetaminophen 15 mg/kg PR if unable to administer PO3; Epinephrine Nebulizer - 1 mg (1:1,000) in 2 mL NS - May repeat once - May be administered before or after DuoNeb3; Fluid Bolus - 20 ml/kg - May repeat once3	Methylprednisolone 1 mg/kg IV/IO3
PR_07	Epiglottitis	9914001	Airway	Drooling3; Shortness of breath3; Stridor, hoarseness3; Severe sore throat3; Fever3; Decreased ability to speak3; Increased respiratory rate and effort/work of breathing3; Accessory muscle use3	Evidence of upper airway obstruction3; History of upper respiratory infection3; Fever3	Oxygen via most appropriate method3; Do Not Inspect the throat3; Keep child calm - Allow parent to hold child and assist with blow by O2 delivery3	Same as above3	IV/IO access – ONLY if absolutely necessary for complete airway obstruction - IO access > 3 kg3; Fluid Bolus - 20 ml/kg - May repeat once3	Consider DSI/RSI3; Surgical airway (cricothyroidotomy) If airway is obstructed and unable to intubate3
PR_08	Pneumonia	9914139	Medical-Respiratory Distress/Asthma/COPD/Reactive Airway	Fever may be present (not required for pneumonia)3; Productive cough3; Localized wheezing, rhonchi or rales3; Shortness of breath3; Pain with respirations3; Associated symptoms: flu like symptoms, myalgia, cough, chest pain, throat pain, headache, dysuria, abdominal pain, rash3	Recent upper respiratory illness3; History of bronchitis, infection, or respiratory illness/pneumonia3; Recent hospital visit within last 90 days (hospital-acquired pneumonia)3; Gradual onset3; Aspiration risk3	Appropriate PPE3; Oxygen via most appropriate method3; DuoNeb (Albuterol 3 mg/Atrovent 0.5 mg) via Nebulizer - May repeat x 2 q 10 minutes3; Acetaminophen 15 mg/kg PO3; Ibuprofen 200 mg PO if > 20 kg3	CPAP 3 – 10 cm H2O3	IV/IO access - IO access > 3 kg3; Acetaminophen 15 mg/kg PR3; Fluid Bolus - 20 ml/kg - May repeat once3	Consider DSI/RSI3
PR_09	Pulmonary Edema	9914137	Medical-Pulmonary Edema/CHF	Dyspnea with auscultated findings of pulmonary edema (bilateral rales)3; Atrial fibrillation may be present3; Jugular vein distention3; Pink, frothy sputum3; Peripheral edema3; Diaphoresis3; Chest pain3; Orthopnea3	Prior history3; Medication (Lasix, digoxin)3; Dyspnea on exertion3; Cardiac history (MI, CHF)3; Paroxysmal nocturnal dyspnea(PND)3; Dietary indiscretion (ESRD)3	Oxygen via most appropriate method3	CPAP 3 – 10 cmH2O - Consider DuoNeb in conjunction with CPAP3	IV/IO access - IO access > 3 kg3	Consider DSI/RSI3
PR_10	Pulmonary Embolism	9914137	Medical-Pulmonary Edema/CHF	Dyspnea, sudden onset3; Unilateral leg pain/swelling3; Chest pain3; Clear lung sounds3; Hemoptysis3; JVD3; Tachycardia3; A-fib3; Syncope3	Recent surgery3; Thrombosis/Embolism3; Recent travel within 30 days3; Recent immobilization of an extremity3; OCP3; Recent TXA administration may increase PE risk3	Oxygen via most appropriate method3; Place patient in position of comfort3; Supraglottic Airway Device3	CPAP 3 – 10 cm H2O3	IV/IO access - IO access > 3 kg3; Fluid Bolus - 20 ml/kg - Repeat once3; Intubation3	Consider DSI/RSI3; Norepinephrine 0.1 mcg/kg/min IV/IO infusion for obstructive hypotension (Pulmonary Embolism) - Administer if patient remains hypotensive after 80 ml/kg bolus NS - Titrate to sustain SBP > 70 + 2x age mmHg3; Dopamine Infusion 2 - 20 mcg/kg/min - Administer if patient remains hypotensive refractory to Norepinephrine3
									
PT_02	Amputation	9914077	Injury-Amputation	Partially severed body part3; Completely severed body part3	Mechanism of Injury: crush/penetrating/laceration3; Time of injury3; Wound contamination3; Medical comorbidities: anemia, COPD, etc.3; Medications: beta blockers, insulin, amphetamines, etc.3	Hemorrhage control - Early application of tourniquet for arterial or uncontrolled hemorrhage3; SMR if indicated3; Oxygen via the most appropriate method3; Splint any associates fracture or dislocation3; Active warming for shock/traumatic hypovolemia3	Hemostatic gauze/agents for non-compressible life-threatening hemorrhage3	IV/IO access - IO access > 3 kg3; Fluid Bolus - 20 ml/kg - May repeat once3	Pain management3
PT_03	Burns	9914085	Injury-Burns-Thermal	Burns, pain, swelling, blistering3; Tissue injury from direct contact with: heat source, chemical reaction, electricity/lightning3; Unconsciousness3; Hypotension/Shock3; Inhalation burns: hoarseness, wheezing, respiratory distress3	Direct contact with: heat source, chemical reaction, electricity/lightning3; Time of injury3; Additional trauma potential3	Remove the burn source3; Oxygen via the most appropriate method3; Treat underlying injuries3; Assess burns and associated injuries - Record TBSA of each type of burn for 2°3; Dress burns as follows: - TBSA of 2° and 3° < 15% use wet sterile - TBSA of 2° and 3° > 15% use dry sterile dressing or burn sheet3; General Care: Remove jewelry and restricting clothing, Brush off any powdered chemical, Irrigate chemical burn site with water, if appropriate to chemical and 3°, Keep the patient warm after removing burn dressing3	Same as above3	Intubation3; IV/IO access3 - IO access > 3 kg3; Fluid bolus - %TBSA x weight in kg x 4 - Administer 1⁄2 of total volume over first 8 hours - Alternate formula: 0.25mL / kg ( x TBSA) / hour3	Pain management3; DSI/RSI for respiratory/inhalation burns3; Surgical airway (cricothyroidotomy) procedure3; Consider Air Medical Provider (AMP)3
PT_04	Evisceration	9914109	Medical-Abdominal Pain	Pain3; Bleeding3; Protrusion of internal organs through a wound3	Trauma causing an evisceration3	SMR if indicated3; Oxygen via most appropriate method3; Cover wound/organs with sterile, moist dressing and bandage3; If localized uncontrolled bleeding can be visually identified without gross manipulation apply dressing and pressure to area/vessel. - Do NOT wound pack abdominal cavity3; NEVER attempt to replace protruding organs back into the body cavity	Same as above3	IV/IO access - IO access > 3 kg3	Pain management3
PT_05	Eye Injury	9914099	Injury-Eye	Injury to the globe, open or closed, including: Corneal abrasion, foreign body in the eye, chemical burn, lacerated or avulsed globe, arc burns of globe3; Excessive tearing and burning of the eyes, nasal drainage, salivation3; Decreased or loss of vision3; Pain3	Sprayed with CS/OC spray3; Trauma resulting in an eye injury3; Eye pain with unknown etiology3	Do not remove foreign body if globe penetrated - Stabilize in place and cover both eyes3; Chemical burn/CS or OC spray - Flush continuously with copious amounts of water or NS - 20 minutes preferred if wash station available - Do not let the run off from the affected eye contaminate the non-infected eye3; Open injury to globe - Shield both eyes3; Corneal abrasion, ultraviolet (arc) burn, or foreign body - Tetracaine 1 – 2 gtt in affected eye(s) PRN - Remove foreign body if not embedded and globe not penetrated - Shield affected eye3; Flush/irrigate with sterile water and/or normal saline 2 – 3 liters per affected eye3	Same as above3	IV/IO access - IO access > 3 kg3	Pain management3; Morgan lens3
PT_06	Head Trauma	9914101	Injury-Head	Altered Mental Status3; Loss of consciousness3; Decreased GCS3; Respiratory distress/failure3; Vomiting3; Convulsions3; Posturing3; Pain, swelling, bleeding3	Trauma etiology resulting in a head injury3; Time of injury3; Mechanism (blunt vs penetrating)3; History of TBI, concussions, surgical3; plates/stents3	Hemorrhage control3; Helmet removal - For airway management if clinically indicated3; SMR if indicated3; Oxygen via most appropriate method3; Obtain GCS3; Consider restraint procedure3	Same as above3	IV/IO access - IO access > 3 kg3; Fluid bolus - 20 ml/kg - May repeat once3	Refer to more appropriate protocol to address symptoms3; Pain management3; DSI/RSI procedure3; Therapeutic hyperventilation if s/s of herniation are present - EtCO2 30 – 35 mmHg3
PT_07	Multi-System Trauma	9914105	Injury-Multisystem	Injury to the chest, abdomen, or pelvis3; Multiple soft-tissue or musculoskeletal injuries3; AMS3; Unconscious3; Hypotension or shock3	Mechanism of injury3; Associated damage to scene/vehicle/building3; Position or location relative to mechanism3; Speed of vehicle3	Hemorrhage control - Early application of tourniquet for arterial or life-threatening hemorrhage - Compression dressing (gauze) and bandaging for compressible hemorrhage3; Occlusive dressing - Sucking chest wounds - Penetrating trauma from the neck to the naval3; Active warming for shock/traumatic hypovolemia3; SMR if indicated3; Oxygen via the most appropriate method3; Obtain GCS3; Splint any associate fracture or dislocation3; Supraglottic airway device3	Hemostatic gauze/agents for non-compressible life-threatening hemorrhage3; Early application of pelvic binder if indicated3	IV/IO access - IO access > 3 kg3; Fluid bolus - 20 ml/kg - May repeat once3; Consider secondary access3; Intubate3	Chest decompression procedure if indicated3; Surgical airway (cricothyroidotomy) if indicated3; DSI/RSI procedure3; Pain management - Consider Ketamine as primary analgesia for multi-system trauma3; Consider Air Medical Provider (AMP)3
PT_08	Musculoskeletal - Soft Tissue Injury	9914207	Injury-General Trauma Management	Pain on palpation or movement3; DCAP-BTLS3; Dislocation3; Open/closed fracture3; Decreased or absent distal circulation, motor, and/or sensation3	Mechanism of injury3; Recent trauma3; Previous injury of the affected site3; Time from injury to arrival on scene3	Hemorrhage control - Early application of tourniquet for arterial or life-threatening hemorrhage - Compression dressing (gauze) and bandaging for compressible hemorrhage3; Occlusive dressing - Sucking chest wounds - Penetrating trauma from the neck to the naval3; Active warming for shock/traumatic hypovolemia3; SMR if indicated3; Oxygen via the most appropriate method3; Obtain GCS3; Splint any associate fracture or dislocation - If circulation, motor function, and/or sensation is compromised, gently reposition extremity by applying inline traction - Only attempt once and stop if resistance is met3; External cooling if injury site is isolated3	Hemostatic gauze/agents for non-compressible life-threatening hemorrhage3; Early application of pelvic binder if indicated3	IV/IO access - IO access > 3 kg3; Fluid bolus - 20 ml/kg - May repeat once3	Pain Management3
PT_09	Penetrating Injury	9914207	Injury-General Trauma Management	A penetrating injury to any body part3; Entrance and/or exit wounds3; Embedded foreign body3	Mechanism of injury3; Note ballistics3; Consider contaminants/toxins on penetrating foreign body3; Consider trajectory of penetrating object3	Always ensure provider safety, request and stage for law enforcement if indicated3;  Hemorrhage control - Early application of tourniquet for arterial or life-threatening hemorrhage - Compression dressing (gauze) and bandaging for compressible hemorrhage3; Occlusive dressing - Sucking chest wounds - Penetrating trauma from the neck to the naval3; SMR if indicated - SMR is rarely necessary with penetrating trauma and may increase injury3; Oxygen via most appropriate method3; Stabilize impaled objects and splint any associated fracture or dislocation3; Active warming for shock/traumatic hypovolemia3; Restraint procedure if indicated3	Hemostatic gauze/agents for non-compressible life-threatening hemorrhage3	IV/IO access - IO access > 3 kg3; Fluid bolus - 20 ml/kg - May repeat once3	Chest decompression3; DSI/RSI procedure3; Surgical airway (cricothyroidotomy) if indicated3; Pain management3; Consider Air Medical Provider (AMP)3
PT_10	Sexual Assault	9914053	General-Behavioral/Patient Restraint	Signs of assault or injury3; Rectal or genital bleeding3; Pain, swelling, contusions, scars, chafing, bite marks to genital area3; Pain with urination or bowel movement3; Mood disturbance3	Report of recent sexual assault3; Unexplained memory loss3; Possible exposure to date rape drugs: alcohol, flunitrazepam (Rohypnol), gamma-hydroxybutyric acid (GHB), gamma-butyrolactone (GBL), ketamine3	Always ensure provider safety, request and stage for law enforcement if indicated3; Provide emotional support3; Treat underlying injuries3	Same as above3	Same as above3	Pain Management3
PT_11	Spinal Trauma	9914107	Injury-Spinal Cord	Presence of decreased neurological3; function below site of injury3; Loss of sensation3; Inability to move3; Hypotension3	Mechanism of injury3; Elapsed time since injury and neurological compromise (delayed paralysis)3; Previous injury/paralysis3	Oxygen via most appropriate method - Respiratory compromise may be present due to absence of respiratory drive3; SMR Procedure - Request additional resources (manpower) for patient packaging and movement3	Same as above3	IV/IO access - IO access > 3 kg3; Fluid bolus - 20 ml/kg - May repeat once3	Dopamine 2 – 20 mcg/kg/min IV/IO for neurogenic shock - Administer if patient remains hypotensive after 80 ml/kg NS bolus - Titrate to sustain SBP > (70 + 2x age) mmHg3; Pain Management3; Consider DSI/RSI3
PT_12	TASER	9914203	Injury-Conducted Electrical Weapon (e.g., Taser)	Taser probe embedded in a patient3	Taser use/discharge3; Be cognizant for excited delirium3; Cardiac disease, abnormalities, arrhythmias3	Always ensure provider safety, request and stage for law enforcement if indicated and not already on scene (Taser’s can be purchased by the general public)3; Assure electrical output is no longer surging through the probe/wires - cartridge housing/taser wires should be disconnected from the taser or battery source3; Remove probe from patient unless embedded in breast, groin/genitals, neck or facial areas - Grab as low on the probe as possibly with a firm grip. - Holding the skin taught around the probe, quickly pull back on probe removing it from the skin3; Wound care3; ALS consult/assessment is required3	Always ensure provider safety, request and stage for law enforcement if indicated and not already on scene (Taser’s can be purchased by the general public)3; Assure electrical output is no longer surging through the probe/wires - cartridge housing/taser wires should be disconnected from the taser or battery source3; Remove probe from patient unless embedded in breast, groin/genitals, neck or facial areas - Grab as low on the probe as possibly with a firm grip. - Holding the skin taught around the probe, quickly pull back on probe removing it from the skin3; Wound care3; ALS consult/assessment is required3	See above3	Cardiac assessment
PT_13	Traumatic Arrest	9914207	Injury-General Trauma Management	Trauma: evidence of blunt or penetrating injuries3; Pulseless3; Apneic3; Any non-perfusing rhythm in the presence of acute trauma3	Traumatic etiology3; Surgical problem3	CPR - BVM ventilations with 100% O23; AED application3; Oxygen via most appropriate method3; Hemorrhage control - Early application of tourniquet for arterial or life-threatening hemorrhage - Must stop/reverse hypovolemia to obtain ROSC3; Occlusive dressing - Sucking chest wounds - Penetrating trauma from the neck to the naval3; SMR procedure3; Supraglottic airway device3	Early application of pelvic binder if indicated3	Intubation IO/IV Access - IO access > 3 kg3; Fluid bolus - 20 ml/kg - May repeat once3	Chest Decompression if indicated - Bilateral decompression (if indicated) is recommended in the presence of blunt force traumatic arrest3; Surgical airway (cricothyroidotomy) if indicated3; Rhythm appropriate treatment per specific protocol3; NG/OG tube placement3
